iteration,seed,dropout,rnn_dropout,last_perf,min_perf,time
in,in,in,in,out,out,out
int,float,float,float,float,float,float
35,767459593,0.225,0.05,1.2903175,1.205035007,51.198395
36,767459593,0.25,0.05,1.313749409,1.231957197,47.546588
37,767459593,0.275,0.05,1.331731057,1.211786783,46.737839
38,767459593,0.3,0.05,1.326266515,1.203186476,41.671484
39,767459593,0,0.075,10.6106823,10.58718607,37.869718
40,767459593,0.025,0.075,1.280246949,1.207611442,49.100074
41,767459593,0.05,0.075,1.250163555,1.145808649,48.217391
42,767459593,0.075,0.075,1.209845757,1.147865713,45.697177
43,767459593,0.1,0.075,1.242016411,1.153735137,45.799144
44,767459593,0.125,0.075,1.303761077,1.178524351,46.875795
45,767459593,0.15,0.075,1.309410155,1.157152474,45.160352
46,767459593,0.175,0.075,1.250275409,1.168814325,45.364285
47,767459593,0.2,0.075,1.222060454,1.1056705,49.294011
48,767459593,0.225,0.075,1.336490345,1.231198585,46.955769
49,767459593,0.25,0.075,1.248903751,1.145334923,47.998466
50,767459593,0.275,0.075,1.301368558,1.197714663,47.917474
51,767459593,0.3,0.075,1.302542424,1.155914974,44.7075
52,767459593,0,0.1,8.762867665,8.760774732,103.861315
53,767459593,0.025,0.1,1.314070702,1.229473412,53.113774
54,767459593,0.05,0.1,1.206560636,1.079741096,52.659922
55,767459593,0.075,0.1,1.295954502,1.122844315,45.903112
56,767459593,0.1,0.1,1.230158913,1.122454417,48.768184
57,767459593,0.125,0.1,1.297599316,1.212002742,44.723496
58,767459593,0.15,0.1,1.289389074,1.142091751,45.66719
59,767459593,0.175,0.1,1.238949311,1.162574339,52.085118
60,767459593,0.2,0.1,1.281272244,1.202688885,47.244676
61,767459593,0.225,0.1,1.339469767,1.23766551,43.743811
62,767459593,0.25,0.1,1.247165036,1.165827858,47.267682
63,767459593,0.275,0.1,1.331390285,1.206599557,47.527584
64,767459593,0.3,0.1,1.287033319,1.163177001,46.567917
65,767459593,0,0.125,8.583659446,8.564081562,36.578138
66,767459593,0.025,0.125,1.246762073,1.177648902,54.632283
67,767459593,0.05,0.125,1.22806288,1.142911375,48.503269
68,767459593,0.075,0.125,1.248241556,1.130863643,48.512266
69,767459593,0.1,0.125,1.245701957,1.165256894,51.229385
70,767459593,0.125,0.125,1.251580203,1.144604492,46.903789
71,767459593,0.15,0.125,1.284979713,1.19011997,42.527222
72,767459593,0.175,0.125,1.270015311,1.189820564,48.259346
73,767459593,0.2,0.125,1.255686259,1.133238232,46.884793
74,767459593,0.225,0.125,1.323426938,1.215180528,46.499919
75,767459593,0.25,0.125,1.311969173,1.196083081,46.245026
76,767459593,0.275,0.125,1.338880348,1.230320585,45.101373
77,767459593,0.3,0.125,1.345343924,1.184384167,42.549197
78,767459593,0,0.15,3.784926414,3.681197405,47.139714
79,767459593,0.025,0.15,1.314927793,1.182629585,47.161703
80,767459593,0.05,0.15,1.207211292,1.086107862,45.457256
81,767459593,0.075,0.15,1.226465762,1.068937838,45.925107
82,767459593,0.1,0.15,1.284540713,1.18732096,43.905763
83,767459593,0.125,0.15,1.262258101,1.163187659,51.51929
84,767459593,0.15,0.15,1.251936626,1.147183633,44.504564
85,767459593,0.175,0.15,1.302220786,1.185250998,44.256646
86,767459593,0.2,0.15,1.294764352,1.180226469,46.05609
87,767459593,0.225,0.15,1.293579984,1.201341498,45.392275
88,767459593,0.25,0.15,1.315925121,1.185426629,42.474223
89,767459593,0.275,0.15,1.319195485,1.223735058,43.213985
90,767459593,0.3,0.15,1.328927398,1.187411082,47.430614
91,767459593,0,0.175,4.029665971,3.959534812,59.092835
92,767459593,0.025,0.175,1.251246536,1.132226396,46.83583
93,767459593,0.05,0.175,1.192437422,1.059995699,48.044419
94,767459593,0.075,0.175,1.209826791,1.125436783,43.368934
95,767459593,0.1,0.175,1.245615149,1.141938376,49.847833
96,767459593,0.125,0.175,1.286335802,1.069171989,50.948475
97,767459593,0.15,0.175,1.26879611,1.112236249,49.900816
98,767459593,0.175,0.175,1.265308022,1.191444063,52.60294
99,767459593,0.2,0.175,1.356908107,1.181614029,47.072732
100,767459593,0.225,0.175,1.291556358,1.19052732,50.580595
101,767459593,0.25,0.175,1.326294386,1.173607218,43.168
102,767459593,0.275,0.175,1.315976143,1.204676664,45.162353
103,767459593,0.3,0.175,1.319606376,1.167519879,44.252647
104,767459593,0,0.2,1.305700052,1.195929646,52.623933
105,767459593,0.025,0.2,1.193713117,1.102473879,52.741894
106,767459593,0.05,0.2,1.238761365,1.128974235,44.876444
107,767459593,0.075,0.2,1.222061229,1.143600237,47.837507
108,767459593,0.1,0.2,1.240571725,1.158823633,52.16808
109,767459593,0.125,0.2,1.302917504,1.181794524,52.798876
110,767459593,0.15,0.2,1.296714258,1.168927121,46.106048
111,767459593,0.175,0.2,1.298198438,1.184156358,48.908136
112,767459593,0.2,0.2,1.332892418,1.186031425,44.263641
113,767459593,0.225,0.2,1.320798981,1.210563052,48.799174
114,767459593,0.25,0.2,1.33135643,1.155193639,46.209013
115,767459593,0.275,0.2,1.312953711,1.206980073,46.866801
116,767459593,0.3,0.2,1.324912405,1.206716716,46.425944
117,767459593,0,0.225,4.015304792,3.900542152,43.412919
118,767459593,0.025,0.225,1.192261231,1.099350464,57.148465
119,767459593,0.05,0.225,1.262694252,1.152634168,48.784178
120,767459593,0.075,0.225,1.246253276,1.135482442,45.51524
121,767459593,0.1,0.225,1.283696127,1.209577572,47.566572
122,767459593,0.125,0.225,1.257753909,1.154541886,46.212012
123,767459593,0.15,0.225,1.285542691,1.131778359,46.275018
124,767459593,0.175,0.225,1.273001969,1.171468794,48.726197
125,767459593,0.2,0.225,1.333375001,1.192486334,44.513578
126,767459593,0.225,0.225,1.289433491,1.20365864,52.055116
127,767459593,0.25,0.225,1.32611202,1.182905412,48.055415
128,767459593,0.275,0.225,1.346588326,1.209717917,43.861775
129,767459593,0.3,0.225,1.300392854,1.196944284,43.676848
130,767459593,0,0.25,1.201473618,1.113805437,45.989103
131,767459593,0.025,0.25,1.248836493,1.16999464,51.97815
132,767459593,0.05,0.25,1.1913234,1.106142116,48.025432
133,767459593,0.075,0.25,1.247719383,1.15946461,46.44098
134,767459593,0.1,0.25,1.228628218,1.132837892,47.567575
135,767459593,0.125,0.25,1.209316075,1.142230141,52.531962
136,767459593,0.15,0.25,1.268915963,1.16831497,45.676204
137,767459593,0.175,0.25,1.268564475,1.185223007,42.266289
138,767459593,0.2,0.25,1.238581264,1.091075695,53.942503
139,767459593,0.225,0.25,1.279115474,1.19107039,47.745514
140,767459593,0.25,0.25,1.289823067,1.19776063,45.785149
141,767459593,0.275,0.25,1.320810676,1.196877158,43.120015
142,767459593,0.3,0.25,1.333664393,1.173962355,47.821525
143,767459593,0,0.275,1.25180434,1.170294142,44.03072
144,767459593,0.025,0.275,1.230928659,1.110728884,59.62366
145,767459593,0.05,0.275,1.155642056,1.048149359,52.303036
146,767459593,0.075,0.275,1.206200123,1.120712698,47.640548
147,767459593,0.1,0.275,1.194423699,1.10168556,56.36372
148,767459593,0.125,0.275,1.268431842,1.145017755,48.083405
149,767459593,0.15,0.275,1.272956729,1.160586655,46.729846
150,767459593,0.175,0.275,1.268800163,1.170389688,46.08705
151,767459593,0.2,0.275,1.220979619,1.126956928,50.248702
152,767459593,0.225,0.275,1.317313576,1.214320767,44.062709
153,767459593,0.25,0.275,1.275508201,1.158903682,49.037097
154,767459593,0.275,0.275,1.340849519,1.229056311,46.324977
155,767459593,0.3,0.275,1.299206543,1.178374696,44.422593
156,767459593,0,0.3,1.234406519,1.120573199,52.789879
157,767459593,0.025,0.3,1.219439662,1.140586126,54.092457
158,767459593,0.05,0.3,1.178232789,1.069951916,48.231377
159,767459593,0.075,0.3,1.178586566,1.094928205,53.367691
160,767459593,0.1,0.3,1.27374258,1.168353057,51.568275
161,767459593,0.125,0.3,1.338201702,1.195157909,44.483565
162,767459593,0.15,0.3,1.259927893,1.142178273,49.281015
163,767459593,0.175,0.3,1.242563081,1.1505862,49.0251
164,767459593,0.2,0.3,1.271040833,1.163099992,45.884117
165,767459593,0.225,0.3,1.334696567,1.220204747,45.054387
166,767459593,0.25,0.3,1.321066105,1.200563765,45.339295
167,767459593,0.275,0.3,1.331360626,1.228215301,41.329594
168,767459593,0.3,0.3,1.310937595,1.19219408,44.137685
0,4214756847,0,0,1.319344044,1.221650457,43.054025
1,4214756847,0.025,0,1.234271359,1.103535688,44.986417
2,4214756847,0.05,0,1.257882571,1.156320405,42.981058
3,4214756847,0.075,0,1.192264152,1.105334616,42.41824
4,4214756847,0.1,0,1.206156945,1.097823131,47.381645
5,4214756847,0.125,0,1.187691641,1.068194568,46.950773
6,4214756847,0.15,0,1.238443971,1.115450442,44.24565
7,4214756847,0.175,0,1.326490545,1.190545797,45.804134
8,4214756847,0.2,0,1.301020765,1.173086548,41.537527
9,4214756847,0.225,0,1.349536729,1.213098967,39.734113
10,4214756847,0.25,0,1.406961179,1.230589199,45.416269
11,4214756847,0.275,0,1.452671385,1.23288784,41.484544
12,4214756847,0.3,0,1.383422041,1.203156686,41.706486
13,4214756847,0,0.025,1.228422832,1.126957107,43.815786
14,4214756847,0.025,0.025,1.173194063,1.057580709,53.070803
15,4214756847,0.05,0.025,1.203825593,1.106186032,55.958849
16,4214756847,0.075,0.025,1.234545338,1.097083592,49.241028
17,4214756847,0.1,0.025,1.267744064,1.169340932,48.89714
18,4214756847,0.125,0.025,1.269582021,1.18028388,52.544972
19,4214756847,0.15,0.025,1.375955176,1.242304313,45.617221
20,4214756847,0.175,0.025,1.323035264,1.198790288,45.785151
21,4214756847,0.2,0.025,1.314700055,1.190108299,41.306626
22,4214756847,0.225,0.025,1.339161515,1.209161079,44.4126
23,4214756847,0.25,0.025,1.372806013,1.245470142,47.317653
24,4214756847,0.275,0.025,1.422690785,1.269652653,45.130363
25,4214756847,0.3,0.025,1.508666408,1.267186236,45.148355
26,4214756847,0,0.05,1.341784322,1.256168318,47.660541
27,4214756847,0.025,0.05,1.198482049,1.081081414,51.153406
28,4214756847,0.05,0.05,1.26588459,1.157893455,50.416647
29,4214756847,0.075,0.05,1.239736366,1.104698098,49.548929
30,4214756847,0.1,0.05,1.277988064,1.20612253,47.753518
31,4214756847,0.125,0.05,1.316009057,1.188825977,53.069787
32,4214756847,0.15,0.05,1.348744619,1.247657442,43.779798
33,4214756847,0.175,0.05,1.301088572,1.187486529,48.216366
34,4214756847,0.2,0.05,1.339575195,1.219128263,42.809117
35,4214756847,0.225,0.05,1.264871168,1.144431937,47.05774
36,4214756847,0.25,0.05,1.355729675,1.219391537,46.654868
37,4214756847,0.275,0.05,1.44664371,1.235503566,47.660543
38,4214756847,0.3,0.05,1.568574619,1.316248083,40.827782
39,4214756847,0,0.075,1.211040473,1.066047299,48.471275
40,4214756847,0.025,0.075,1.20080353,1.125747442,52.152084
41,4214756847,0.05,0.075,1.285976398,1.194026327,54.990164
42,4214756847,0.075,0.075,1.22752732,1.105603266,52.436994
43,4214756847,0.1,0.075,1.225632048,1.101560724,49.993786
44,4214756847,0.125,0.075,1.362748539,1.251748776,46.922781
45,4214756847,0.15,0.075,1.308137524,1.181066227,46.720867
46,4214756847,0.175,0.075,1.279622793,1.153885996,50.082757
47,4214756847,0.2,0.075,1.354869103,1.218206251,43.175016
48,4214756847,0.225,0.075,1.32074573,1.217054832,46.277991
49,4214756847,0.25,0.075,1.383988535,1.239258182,41.085676
50,4214756847,0.275,0.075,1.429990935,1.286678219,45.011401
51,4214756847,0.3,0.075,1.49517802,1.192013121,44.530556
52,4214756847,0,0.1,1.222915709,1.12391423,46.356967
53,4214756847,0.025,0.1,1.232289207,1.131249607,47.11072
54,4214756847,0.05,0.1,1.199939513,1.105055487,55.730923
55,4214756847,0.075,0.1,1.257698011,1.135192192,51.233383
56,4214756847,0.1,0.1,1.204940808,1.127742088,54.527316
57,4214756847,0.125,0.1,1.303904319,1.217651153,55.023152
58,4214756847,0.15,0.1,1.252438605,1.161191821,51.295362
59,4214756847,0.175,0.1,1.35733676,1.207710612,43.590862
60,4214756847,0.2,0.1,1.324576116,1.194843149,42.753134
61,4214756847,0.225,0.1,1.321082664,1.214034641,49.152058
62,4214756847,0.25,0.1,1.362432361,1.261345565,45.254323
63,4214756847,0.275,0.1,1.41747787,1.224757767,47.714525
64,4214756847,0.3,0.1,1.418562949,1.253061533,43.370955
65,4214756847,0,0.125,1.237297666,1.113739336,41.422568
66,4214756847,0.025,0.125,1.15626483,0.997783554,55.365051
67,4214756847,0.05,0.125,1.181504285,1.068859076,53.110774
68,4214756847,0.075,0.125,1.310356379,1.177805078,44.993406
69,4214756847,0.1,0.125,1.253809249,1.165246105,50.656569
70,4214756847,0.125,0.125,1.347562134,1.254755664,50.06477
71,4214756847,0.15,0.125,1.313548267,1.19978292,48.440289
72,4214756847,0.175,0.125,1.298887229,1.166248667,45.683185
73,4214756847,0.2,0.125,1.302782941,1.152162993,48.014428
74,4214756847,0.225,0.125,1.368524611,1.243859553,40.123974
75,4214756847,0.25,0.125,1.391373742,1.225106168,44.871446
76,4214756847,0.275,0.125,1.489362276,1.379795504,46.479926
77,4214756847,0.3,0.125,1.43742131,1.202262282,46.911785
78,4214756847,0,0.15,1.239117563,1.125886726,43.667837
79,4214756847,0.025,0.15,1.126587725,1.046554542,55.224101
80,4214756847,0.05,0.15,1.300082493,1.207579744,43.661839
81,4214756847,0.075,0.15,1.21655966,1.121379244,51.46031
82,4214756847,0.1,0.15,1.252397788,1.165661001,48.503271
83,4214756847,0.125,0.15,1.345507276,1.238361549,48.779181
84,4214756847,0.15,0.15,1.350285661,1.228955519,43.926752
85,4214756847,0.175,0.15,1.292641234,1.191768062,49.007106
86,4214756847,0.2,0.15,1.2665941,1.176018298,43.520885
87,4214756847,0.225,0.15,1.323790848,1.192829871,50.264698
88,4214756847,0.25,0.15,1.377605653,1.224996364,42.08835
89,4214756847,0.275,0.15,1.442024362,1.318214631,46.543905
90,4214756847,0.3,0.15,1.504085863,1.258176196,43.785799
91,4214756847,0,0.175,1.24354614,1.137988865,44.515564
92,4214756847,0.025,0.175,1.172568738,1.096381438,55.673945
93,4214756847,0.05,0.175,1.253686905,1.178518593,50.318681
94,4214756847,0.075,0.175,1.338549316,1.186221802,47.802497
95,4214756847,0.1,0.175,1.304007089,1.239736032,44.771481
96,4214756847,0.125,0.175,1.231688368,1.14958185,53.299712
97,4214756847,0.15,0.175,1.31501478,1.239041531,51.223397
98,4214756847,0.175,0.175,1.291903627,1.179530799,50.90349
99,4214756847,0.2,0.175,1.35032438,1.185702896,43.231977
100,4214756847,0.225,0.175,1.302650368,1.163333809,48.859165
101,4214756847,0.25,0.175,1.327516544,1.203241491,46.851809
102,4214756847,0.275,0.175,1.486033881,1.247040439,43.282963
103,4214756847,0.3,0.175,1.499190915,1.341981578,46.435938
104,4214756847,0,0.2,1.191041684,1.080961776,44.905434
105,4214756847,0.025,0.2,1.214783359,1.139481127,50.8815
106,4214756847,0.05,0.2,1.257359159,1.163185,47.753513
107,4214756847,0.075,0.2,1.217090559,1.098363101,52.156084
108,4214756847,0.1,0.2,1.298403263,1.242553198,43.473914
109,4214756847,0.125,0.2,1.257830417,1.191899598,52.060114
110,4214756847,0.15,0.2,1.292949665,1.198956513,49.819843
111,4214756847,0.175,0.2,1.30792532,1.18251642,47.540581
112,4214756847,0.2,0.2,1.243777597,1.112525308,52.317031
113,4214756847,0.225,0.2,1.349392498,1.212098932,47.002755
114,4214756847,0.25,0.2,1.374683845,1.24262296,45.717172
115,4214756847,0.275,0.2,1.397883391,1.261962688,46.737839
116,4214756847,0.3,0.2,1.491345859,1.278974223,45.381278
117,4214756847,0,0.225,1.172242916,1.082683539,46.137037
118,4214756847,0.025,0.225,1.215815592,1.132194066,51.577272
119,4214756847,0.05,0.225,1.220187831,1.112573946,51.509293
120,4214756847,0.075,0.225,1.287235904,1.201607239,50.856511
121,4214756847,0.1,0.225,1.258441162,1.141080523,51.064439
122,4214756847,0.125,0.225,1.287755203,1.173663259,48.07944
123,4214756847,0.15,0.225,1.316930497,1.181831729,50.426645
124,4214756847,0.175,0.225,1.321102977,1.231397545,49.458381
125,4214756847,0.2,0.225,1.249679422,1.131488585,49.650094
126,4214756847,0.225,0.225,1.34545356,1.230300748,44.95245
127,4214756847,0.25,0.225,1.321643436,1.208704329,49.126745
128,4214756847,0.275,0.225,1.430016625,1.265329587,52.737061
129,4214756847,0.3,0.225,1.462928569,1.318022692,50.364101
130,4214756847,0,0.25,1.208907104,1.103461933,48.543587
131,4214756847,0.025,0.25,1.254373467,1.16370976,51.539899
132,4214756847,0.05,0.25,1.25009023,1.152612054,48.900621
133,4214756847,0.075,0.25,1.213087916,1.131980002,49.920017
134,4214756847,0.1,0.25,1.255912542,1.150910485,53.525806
135,4214756847,0.125,0.25,1.283421373,1.181076407,47.768917
136,4214756847,0.15,0.25,1.306579626,1.189442015,51.818488
137,4214756847,0.175,0.25,1.351008129,1.211453605,44.987611
138,4214756847,0.2,0.25,1.353748059,1.218088865,43.809921
139,4214756847,0.225,0.25,1.332971859,1.200320542,48.009045
140,4214756847,0.25,0.25,1.419190848,1.279972374,46.318604
141,4214756847,0.275,0.25,1.371757674,1.217021024,47.542554
142,4214756847,0.3,0.25,1.504234123,1.200269055,44.935235
143,4214756847,0,0.275,1.253460968,1.158782768,48.377842
144,4214756847,0.025,0.275,1.223374796,1.125236893,60.61041
145,4214756847,0.05,0.275,1.249107718,1.133310914,46.787024
146,4214756847,0.075,0.275,1.360950363,1.242438257,44.020918
147,4214756847,0.1,0.275,1.241195071,1.121562958,53.4507
148,4214756847,0.125,0.275,1.276863885,1.202906597,53.92971
149,4214756847,0.15,0.275,1.305981278,1.243747413,55.880532
150,4214756847,0.175,0.275,1.28456955,1.172858417,55.554424
151,4214756847,0.2,0.275,1.338559937,1.194822049,55.065537
152,4214756847,0.225,0.275,1.383621693,1.261949813,57.408072
153,4214756847,0.25,0.275,1.428028667,1.284245467,50.827695
154,4214756847,0.275,0.275,1.401658201,1.235803962,58.193311
155,4214756847,0.3,0.275,1.41832037,1.251280057,54.149579
156,4214756847,0,0.3,1.188191438,1.088478434,51.135827
157,4214756847,0.025,0.3,1.256248486,1.169908559,55.892748
158,4214756847,0.05,0.3,1.224930656,1.141972768,62.838422
159,4214756847,0.075,0.3,1.306716311,1.201178813,55.124096
160,4214756847,0.1,0.3,1.279411399,1.159666109,53.165802
161,4214756847,0.125,0.3,1.226306319,1.130725563,59.54776
162,4214756847,0.15,0.3,1.365217662,1.20830369,55.313938
163,4214756847,0.175,0.3,1.319497681,1.192618179,46.938673
164,4214756847,0.2,0.3,1.28742466,1.158072269,51.655727
165,4214756847,0.225,0.3,1.337258089,1.205313158,51.770725
166,4214756847,0.25,0.3,1.46651597,1.32490958,54.376591
167,4214756847,0.275,0.3,1.461547649,1.24952575,47.653865
168,4214756847,0.3,0.3,1.47236855,1.246509194,48.72704
0,2445898424,0,0,1.243056715,1.147671974,49.098584
1,2445898424,0.025,0,1.303106833,1.168117905,52.949418
2,2445898424,0.05,0,1.231140089,1.124450707,53.353179
3,2445898424,0.075,0,1.297369576,1.220891976,52.014303
4,2445898424,0.1,0,1.346198189,1.233175433,47.440405
5,2445898424,0.125,0,1.264726412,1.166047335,53.999582
6,2445898424,0.15,0,1.445878887,1.325264788,47.51153
7,2445898424,0.175,0,1.391010475,1.198691535,47.584542
8,2445898424,0.2,0,1.359071481,1.261202812,52.412037
9,2445898424,0.225,0,1.387436759,1.266861713,48.222372
10,2445898424,0.25,0,1.397092009,1.208499444,45.265529
11,2445898424,0.275,0,1.446457934,1.217784154,48.593847
12,2445898424,0.3,0,1.451684165,1.222040331,45.183902
13,2445898424,0,0.025,1.197992837,1.081886292,48.885655
14,2445898424,0.025,0.025,1.268608057,1.163386798,50.208853
15,2445898424,0.05,0.025,1.196979177,1.122566152,60.040016
16,2445898424,0.075,0.025,1.3131971,1.203409231,43.802905
17,2445898424,0.1,0.025,1.244011807,1.165982342,47.951167
18,2445898424,0.125,0.025,1.301856196,1.176342714,45.753152
19,2445898424,0.15,0.025,1.141670966,1.043847799,50.660285
20,2445898424,0.175,0.025,1.203532326,1.120923162,49.671584
21,2445898424,0.2,0.025,1.268465519,1.176460755,49.901045
22,2445898424,0.225,0.025,1.358815753,1.204063118,47.133995
23,2445898424,0.25,0.025,1.302917409,1.191475224,47.749067
24,2445898424,0.275,0.025,1.266433644,1.178651297,49.439589
25,2445898424,0.3,0.025,1.295404279,1.156967902,46.449107
26,2445898424,0,0.05,1.339751744,1.23383137,39.458069
27,2445898424,0.025,0.05,1.160249674,1.028736866,51.511627
28,2445898424,0.05,0.05,1.274278975,1.148104072,46.794272
29,2445898424,0.075,0.05,1.253066695,1.176332128,46.246598
30,2445898424,0.1,0.05,1.273208809,1.157054162,46.095968
31,2445898424,0.125,0.05,1.190445101,1.093347669,47.96095
32,2445898424,0.15,0.05,1.225463712,1.145545006,49.2518
33,2445898424,0.175,0.05,1.237578535,1.167806447,50.777439
34,2445898424,0.2,0.05,1.307519901,1.194962108,48.377838
35,2445898424,0.225,0.05,1.275687861,1.141399562,48.082154
36,2445898424,0.25,0.05,1.370152581,1.186951792,46.156894
37,2445898424,0.275,0.05,1.243251491,1.151486564,48.402175
38,2445898424,0.3,0.05,1.293322456,1.175605607,44.978358
39,2445898424,0,0.075,1.233643126,1.113117433,42.703978
40,2445898424,0.025,0.075,1.254109597,1.145857382,55.654291
41,2445898424,0.05,0.075,1.238316846,1.1565117,49.882847
42,2445898424,0.075,0.075,1.283165836,1.158441651,45.545533
43,2445898424,0.1,0.075,1.333124399,1.22453289,45.028354
44,2445898424,0.125,0.075,1.284505165,1.179840016,45.787195
45,2445898424,0.15,0.075,1.189571631,1.106229508,50.728324
46,2445898424,0.175,0.075,1.249171484,1.154751945,45.534091
47,2445898424,0.2,0.075,1.272638464,1.166088903,45.294021
48,2445898424,0.225,0.075,1.366991627,1.234141135,47.098969
49,2445898424,0.25,0.075,1.384291148,1.199239612,48.998602
50,2445898424,0.275,0.075,1.247449958,1.135541654,46.623719
51,2445898424,0.3,0.075,1.313088048,1.20934664,46.731732
52,2445898424,0,0.1,1.309120309,1.196917069,38.97648
53,2445898424,0.025,0.1,1.244273818,1.133230865,56.73103
54,2445898424,0.05,0.1,1.294288266,1.186209714,46.627609
55,2445898424,0.075,0.1,1.273094177,1.156597888,45.397638
56,2445898424,0.1,0.1,1.282057297,1.185628009,46.958166
57,2445898424,0.125,0.1,1.216240215,1.157614088,47.617086
58,2445898424,0.15,0.1,1.203318357,1.109791434,48.168153
59,2445898424,0.175,0.1,1.250262773,1.162342262,47.095659
60,2445898424,0.2,0.1,1.240701139,1.157082415,46.903822
61,2445898424,0.225,0.1,1.43188405,1.289662862,46.574746
62,2445898424,0.25,0.1,1.317946625,1.213272119,46.084051
63,2445898424,0.275,0.1,1.329812181,1.185506523,45.260024
64,2445898424,0.3,0.1,1.363520682,1.186391735,45.676879
65,2445898424,0,0.125,1.249820936,1.147748458,42.717525
66,2445898424,0.025,0.125,1.250406528,1.150048888,48.268835
67,2445898424,0.05,0.125,1.300354195,1.195577884,44.279509
68,2445898424,0.075,0.125,1.233053839,1.146007848,45.238379
69,2445898424,0.1,0.125,1.233292162,1.157745683,46.681199
70,2445898424,0.125,0.125,1.282706547,1.1465675,43.730091
71,2445898424,0.15,0.125,1.280832553,1.202760911,44.366715
72,2445898424,0.175,0.125,1.197949386,1.117022789,49.844005
73,2445898424,0.2,0.125,1.273351455,1.181024861,48.182646
74,2445898424,0.225,0.125,1.39551158,1.207413185,44.528494
75,2445898424,0.25,0.125,1.398775446,1.198342848,47.175035
76,2445898424,0.275,0.125,1.252346766,1.173020542,47.570703
77,2445898424,0.3,0.125,1.342202365,1.207013404,49.540634
78,2445898424,0,0.15,1.308155942,1.228603578,44.019863
79,2445898424,0.025,0.15,1.214873111,1.08544929,48.618959
80,2445898424,0.05,0.15,1.3022071,1.207272112,46.687518
81,2445898424,0.075,0.15,1.316066623,1.207202423,50.18178
82,2445898424,0.1,0.15,1.212513924,1.16102736,48.42428
83,2445898424,0.125,0.15,1.270522714,1.145901871,44.646106
84,2445898424,0.15,0.15,1.237670338,1.169001341,49.675531
85,2445898424,0.175,0.15,1.20162251,1.117738521,49.285551
86,2445898424,0.2,0.15,1.232671845,1.147171664,49.145625
87,2445898424,0.225,0.15,1.383026588,1.21161567,46.441497
88,2445898424,0.25,0.15,1.336379671,1.17170614,45.713463
89,2445898424,0.275,0.15,1.274549997,1.191255963,45.5708
90,2445898424,0.3,0.15,1.334459519,1.216038144,45.267078
91,2445898424,0,0.175,1.3466429,1.265103102,39.484317
92,2445898424,0.025,0.175,1.216426015,1.1189013,51.984779
93,2445898424,0.05,0.175,1.240277123,1.157507014,55.11838
94,2445898424,0.075,0.175,1.279249299,1.16841495,47.997228
95,2445898424,0.1,0.175,1.266809428,1.171497691,47.540807
96,2445898424,0.125,0.175,1.295163858,1.127780938,45.115039
97,2445898424,0.15,0.175,1.205046821,1.14943161,48.322947
98,2445898424,0.175,0.175,1.182216871,1.107798493,48.779043
99,2445898424,0.2,0.175,1.222106028,1.144470954,47.730583
100,2445898424,0.225,0.175,1.313016081,1.197096646,46.50501
101,2445898424,0.25,0.175,1.381711817,1.214289129,45.734984
102,2445898424,0.275,0.175,1.262626767,1.152837598,47.60409
103,2445898424,0.3,0.175,1.347107279,1.238535631,46.258128
104,2445898424,0,0.2,1.254063416,1.140653396,41.918426
105,2445898424,0.025,0.2,1.214484322,1.101997852,48.096038
106,2445898424,0.05,0.2,1.298714757,1.195977926,44.897042
107,2445898424,0.075,0.2,1.277514052,1.159981251,46.009772
108,2445898424,0.1,0.2,1.287451899,1.184082115,44.886913
109,2445898424,0.125,0.2,1.267114508,1.162865984,45.667854
110,2445898424,0.15,0.2,1.230487251,1.158058953,48.851521
111,2445898424,0.175,0.2,1.211851537,1.129137576,47.064176
112,2445898424,0.2,0.2,1.288529396,1.153138912,49.411878
113,2445898424,0.225,0.2,1.368749583,1.199455714,47.722903
114,2445898424,0.25,0.2,1.409606099,1.21315378,45.873713
115,2445898424,0.275,0.2,1.286737478,1.19096638,48.161571
116,2445898424,0.3,0.2,1.316604328,1.209185421,45.984254
117,2445898424,0,0.225,1.316171384,1.21208961,39.258067
118,2445898424,0.025,0.225,1.311611688,1.165116727,45.559574
119,2445898424,0.05,0.225,1.273444486,1.182727635,47.33321
120,2445898424,0.075,0.225,1.25341922,1.170591438,47.050923
121,2445898424,0.1,0.225,1.311457443,1.169967639,44.360289
122,2445898424,0.125,0.225,1.284217739,1.149054766,46.419464
123,2445898424,0.15,0.225,1.203762317,1.123542094,49.724259
124,2445898424,0.175,0.225,1.26460216,1.198720801,48.92736
125,2445898424,0.2,0.225,1.272805524,1.190340257,45.775433
126,2445898424,0.225,0.225,1.418502069,1.245069361,44.917779
127,2445898424,0.25,0.225,1.418536448,1.221629763,42.736437
128,2445898424,0.275,0.225,1.261316073,1.186462986,46.242133
129,2445898424,0.3,0.225,1.408190727,1.260043943,46.062112
130,2445898424,0,0.25,1.324213278,1.211367369,38.643318
131,2445898424,0.025,0.25,1.199072254,1.108507442,54.039453
132,2445898424,0.05,0.25,1.217903638,1.143192816,49.645066
133,2445898424,0.075,0.25,1.25116421,1.163649487,49.477652
134,2445898424,0.1,0.25,1.296469593,1.134484088,44.982946
135,2445898424,0.125,0.25,1.232834852,1.134084654,47.707494
136,2445898424,0.15,0.25,1.223995078,1.165415514,49.016484
137,2445898424,0.175,0.25,1.19212724,1.11356957,47.899675
138,2445898424,0.2,0.25,1.247409952,1.102843237,48.977847
139,2445898424,0.225,0.25,1.411293972,1.192194486,44.652702
