iteration,dense_layers,learning_rate,optimizer,activation,dropout,rnn_activation,rnn_dropout,last_activation,rnn_type,rnn_size,last_perf,min_perf,time,
32,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.488841391,1.230810881,17.998171
,,,,,,,,,,,,,,
33,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.565904498,1.31298213,17.260409
,,,,,,,,,,,,,,
34,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.649147677,1.217382813,17.941187
,,,,,,,,,,,,,,
35,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.54522717,1.339206409,18.044158
,,,,,,,,,,,,,,
36,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.729569769,1.352829671,19.494685
,,,,,,,,,,,,,,
37,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,1.774835849,1.352611113,20.338412
,,,,,,,,,,,,,,
38,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.617349148,1.327051306,20.172465
,,,,,,,,,,,,,,
39,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,1.736038208,1.3287907,20.733284
,,,,,,,,,,,,,,
40,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.874045539,1.408681178,20.255441
,,,,,,,,,,,,,,
41,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.956938314,1.439513898,23.564369
,,,,,,,,,,,,,,
42,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.846095848,1.363551188,19.890558
,,,,,,,,,,,,,,
43,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,2.086733985,1.557337117,20.326417
,,,,,,,,,,,,,,
44,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.845776606,1.392571473,21.674982
,,,,,,,,,,,,,,
45,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,1.843396163,1.590608454,22.784621
,,,,,,,,,,,,,,
46,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.644525337,1.51270504,24.407095
,,,,,,,,,,,,,,
47,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.673130846,1.47761898,22.5427
,,,,,,,,,,,,,,
48,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.600835919,1.454477739,27.821987
,,,,,,,,,,,,,,
49,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.830843282,1.644989014,21.224126
,,,,,,,,,,,,,,
50,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.5649652,1.481256962,25.07088
,,,,,,,,,,,,,,
51,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.501753974,1.438099003,31.689737
,,,,,,,,,,,,,,
52,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,1.561491418,1.509905386,25.282811
,,,,,,,,,,,,,,
53,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,1.623017359,1.530688286,23.205485
,,,,,,,,,,,,,,
54,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.516417575,1.469018173,31.527789
,,,,,,,,,,,,,,
55,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.613891053,1.558234489,27.442112
,,,,,,,,,,,,,,
56,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.530047131,1.450693321,33.198251
,,,,,,,,,,,,,,
57,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.530356431,1.46971364,29.367489
,,,,,,,,,,,,,,
58,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.572498941,1.517100263,27.289161
,,,,,,,,,,,,,,
59,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,1.530314708,1.49402082,35.419529
,,,,,,,,,,,,,,
60,19,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.863945389,1.743039775,26.115542
