iteration,dense_layers,learning_rate,optimizer,activation,dropout,rnn_activation,rnn_dropout,last_activation,rnn_type,rnn_size,last_perf,min_perf,time,
,,,,,,,,,,,,,,
46,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.608942962,1.419965291,26.575392
,,,,,,,,,,,,,,
47,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.623367667,1.485434866,27.19919
,,,,,,,,,,,,,,
48,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.548354864,1.47438786,25.640697
,,,,,,,,,,,,,,
49,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.56904788,1.450575304,25.575718
,,,,,,,,,,,,,,
50,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.602361202,1.541617656,26.221507
,,,,,,,,,,,,,,
51,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.423966253,1.376366198,32.202569
,,,,,,,,,,,,,,
52,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,1.90650425,1.525998592,23.784297
,,,,,,,,,,,,,,
53,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,1.546098876,1.504082155,29.643398
,,,,,,,,,,,,,,
54,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.557019758,1.513781452,26.067557
,,,,,,,,,,,,,,
55,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.545498919,1.406581616,33.151264
,,,,,,,,,,,,,,
56,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.597004819,1.530873966,31.193896
,,,,,,,,,,,,,,
57,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.789341164,1.738893843,22.912579
,,,,,,,,,,,,,,
58,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.616572165,1.558990741,29.998285
,,,,,,,,,,,,,,
59,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,1.620276356,1.572553992,26.73934
,,,,,,,,,,,,,,
60,14,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.680093932,1.537444615,24.158177
,,,,,,,,,,,,,,
0,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,none,0,1.804903603,1.438209748,7.648515
,,,,,,,,,,,,,,
1,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,50,1.238430071,1.108570838,35.37853
,,,,,,,,,,,,,,
2,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,65,1.206797302,1.063850212,36.148293
,,,,,,,,,,,,,,
3,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,80,1.219158924,1.107262301,36.92804
,,,,,,,,,,,,,,
4,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,95,1.266099393,1.169496441,41.361605
,,,,,,,,,,,,,,
5,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,110,1.338170981,1.210087705,31.742718
,,,,,,,,,,,,,,
6,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,125,1.125189173,1.029929984,44.305652
,,,,,,,,,,,,,,
7,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,140,1.237549305,1.126718307,32.547488
,,,,,,,,,,,,,,
8,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,155,1.244519567,1.135894299,37.993721
,,,,,,,,,,,,,,
9,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,170,1.347096837,1.145716727,36.206276
,,,,,,,,,,,,,,
10,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,185,1.257560909,1.142847586,35.521516
,,,,,,,,,,,,,,
11,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,200,1.28557694,1.168410933,35.658451
,,,,,,,,,,,,,,
12,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,215,1.264022791,1.143159187,39.961055
,,,,,,,,,,,,,,
13,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,230,1.27114712,1.138437152,42.166343
,,,,,,,,,,,,,,
14,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,245,1.190758169,1.04398421,41.596528
,,,,,,,,,,,,,,
15,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,260,1.149441898,1.033542955,46.897812
,,,,,,,,,,,,,,
16,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,275,1.259160006,1.152454925,40.77979
,,,,,,,,,,,,,,
17,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,290,1.149599576,1.041430032,43.670855
,,,,,,,,,,,,,,
18,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,305,1.341408229,1.23859278,39.670151
,,,,,,,,,,,,,,
19,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,320,1.305818391,1.050729668,45.062404
,,,,,,,,,,,,,,
20,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,335,1.267588782,1.116467154,40.335955
,,,,,,,,,,,,,,
21,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,350,1.301515889,1.084842718,39.883084
,,,,,,,,,,,,,,
22,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.244629669,1.110958624,42.716166
,,,,,,,,,,,,,,
23,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.310553801,1.166712618,40.051027
,,,,,,,,,,,,,,
24,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.292807341,1.204837942,46.09807
,,,,,,,,,,,,,,
25,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.285104072,1.150130892,48.081427
,,,,,,,,,,,,,,
26,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.350118625,1.21110599,42.373277
,,,,,,,,,,,,,,
27,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.465039957,1.238032389,45.103393
,,,,,,,,,,,,,,
28,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.234610784,1.123855066,48.832184
,,,,,,,,,,,,,,
29,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.298698139,1.119177473,47.76053
,,,,,,,,,,,,,,
30,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.271229255,1.124784291,49.157082
,,,,,,,,,,,,,,
31,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.59617548,1.223112011,17.128452
,,,,,,,,,,,,,,
32,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.614486885,1.405020189,18.25209
,,,,,,,,,,,,,,
33,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.464335322,1.332613909,20.207455
,,,,,,,,,,,,,,
34,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.330952644,1.104521346,22.035863
,,,,,,,,,,,,,,
35,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.595905113,1.31785562,19.631648
,,,,,,,,,,,,,,
36,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.598771453,1.16598556,20.716289
,,,,,,,,,,,,,,
37,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,1.60125134,1.281007898,20.983204
,,,,,,,,,,,,,,
38,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.919066358,1.3913059,19.616648
,,,,,,,,,,,,,,
39,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,1.913536119,1.358365703,20.90523
,,,,,,,,,,,,,,
40,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.512344718,1.395198524,23.182517
,,,,,,,,,,,,,,
41,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.680179358,1.364557827,23.098519
,,,,,,,,,,,,,,
42,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.55666883,1.450560498,25.362786
,,,,,,,,,,,,,,
43,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,1.596618915,1.39071753,24.21016
,,,,,,,,,,,,,,
44,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.57138443,1.451135397,23.81129
,,,,,,,,,,,,,,
45,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,1.693409562,1.484797502,24.824961
,,,,,,,,,,,,,,
46,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.778582406,1.471952701,22.025868
,,,,,,,,,,,,,,
47,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.501856446,1.433753037,28.095899
,,,,,,,,,,,,,,
48,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.604021478,1.426544333,23.723317
,,,,,,,,,,,,,,
49,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.533727527,1.418784142,24.908962
,,,,,,,,,,,,,,
50,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.588955402,1.441747713,25.133858
,,,,,,,,,,,,,,
51,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.672318625,1.475391006,28.551751
,,,,,,,,,,,,,,
52,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,1.622788858,1.525475693,25.989598
,,,,,,,,,,,,,,
53,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,1.70679512,1.55770843,24.967912
,,,,,,,,,,,,,,
54,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.511109757,1.408824563,27.364145
,,,,,,,,,,,,,,
55,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.572947717,1.473974371,27.247177
,,,,,,,,,,,,,,
56,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.621255064,1.560933948,23.538377
,,,,,,,,,,,,,,
57,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.990012479,1.735281014,23.545375
,,,,,,,,,,,,,,
58,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.609160018,1.560278106,26.12054
,,,,,,,,,,,,,,
59,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,1.61530633,1.533022976,25.164849
,,,,,,,,,,,,,,
60,15,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.595655203,1.502882481,28.945627
,,,,,,,,,,,,,,
0,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,none,0,1.88737278,1.50221169,7.651499
,,,,,,,,,,,,,,
1,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,50,1.243722773,1.145633507,38.923383
,,,,,,,,,,,,,,
2,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,65,1.260222578,1.101275396,43.432932
,,,,,,,,,,,,,,
3,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,80,1.196211183,1.046736324,36.116302
,,,,,,,,,,,,,,
4,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,95,1.251174319,1.130519855,35.96535
,,,,,,,,,,,,,,
5,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,110,1.230941331,1.108130825,38.508528
,,,,,,,,,,,,,,
6,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,125,1.198433352,1.084773219,37.26693
,,,,,,,,,,,,,,
7,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,140,1.212969291,1.063130283,37.197951
,,,,,,,,,,,,,,
8,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,155,1.278667152,1.18179388,45.600231
,,,,,,,,,,,,,,
9,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,170,1.235345173,1.036126816,37.022008
,,,,,,,,,,,,,,
10,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,185,1.164662945,1.063794005,41.551542
,,,,,,,,,,,,,,
11,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,200,1.297164738,1.181811798,34.941682
,,,,,,,,,,,,,,
12,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,215,1.27970258,1.191902161,45.151375
,,,,,,,,,,,,,,
13,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,230,1.190815985,1.077636683,53.7226
,,,,,,,,,,,,,,
14,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,245,1.322389781,1.218486309,46.245023
,,,,,,,,,,,,,,
15,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,260,1.173639512,1.042037988,44.67552
,,,,,,,,,,,,,,
16,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,275,1.201611352,1.070177972,44.714519
,,,,,,,,,,,,,,
17,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,290,1.397061491,1.252654934,34.724753
,,,,,,,,,,,,,,
18,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,305,1.224752712,1.090599024,44.30865
,,,,,,,,,,,,,,
19,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,320,1.191787374,1.018518043,43.93377
,,,,,,,,,,,,,,
20,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,335,1.198938811,1.099753332,40.652833
,,,,,,,,,,,,,,
21,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,350,1.193487716,1.096362209,46.710871
,,,,,,,,,,,,,,
22,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,365,1.238978887,1.119530249,45.999103
,,,,,,,,,,,,,,
23,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,380,1.205448306,1.081127036,44.791502
,,,,,,,,,,,,,,
24,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,395,1.187923944,1.056163406,40.84477
,,,,,,,,,,,,,,
25,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,410,1.230562901,1.145495737,42.329291
,,,,,,,,,,,,,,
26,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,425,1.249970007,1.157756031,46.291006
,,,,,,,,,,,,,,
27,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,440,1.242303467,1.151471901,44.86346
,,,,,,,,,,,,,,
28,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,455,1.302752709,1.125443745,47.58259
,,,,,,,,,,,,,,
29,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,470,1.430641448,1.262696862,44.484569
,,,,,,,,,,,,,,
30,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,485,1.307035339,1.208720541,47.248698
,,,,,,,,,,,,,,
31,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,50,1.493403673,1.268437302,21.260114
,,,,,,,,,,,,,,
32,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,65,1.424608159,1.209421241,18.543992
,,,,,,,,,,,,,,
33,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,80,1.48845005,1.324834359,19.572661
,,,,,,,,,,,,,,
34,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,95,1.508238089,1.226858425,20.294427
,,,,,,,,,,,,,,
35,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,110,1.607053518,1.179211414,20.036512
,,,,,,,,,,,,,,
36,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,125,1.873971033,1.322171211,19.917547
,,,,,,,,,,,,,,
37,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,140,1.610358143,1.332666087,21.631994
,,,,,,,,,,,,,,
38,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,155,1.522475946,1.190107203,22.155825
,,,,,,,,,,,,,,
39,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,170,1.583133483,1.357516217,20.842248
,,,,,,,,,,,,,,
40,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,185,1.518096733,1.337893677,23.781296
,,,,,,,,,,,,,,
41,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,200,1.6857301,1.345281911,22.902584
,,,,,,,,,,,,,,
42,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,215,1.765630722,1.41371491,22.440732
,,,,,,,,,,,,,,
43,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,230,1.715365839,1.371508861,22.269788
,,,,,,,,,,,,,,
44,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,245,1.656722808,1.401649129,23.997227
,,,,,,,,,,,,,,
45,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,260,1.693922257,1.45601728,22.409781
,,,,,,,,,,,,,,
46,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,275,1.749150991,1.45702374,22.981554
,,,,,,,,,,,,,,
47,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,290,1.640795732,1.470151091,22.026864
,,,,,,,,,,,,,,
48,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,305,1.718203735,1.465583134,25.840631
,,,,,,,,,,,,,,
49,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,320,1.643395352,1.408325434,25.286812
,,,,,,,,,,,,,,
50,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,335,1.688041449,1.476359248,24.376105
,,,,,,,,,,,,,,
51,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,350,1.632365441,1.377555132,25.815638
,,,,,,,,,,,,,,
52,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,365,1.612133479,1.522133398,22.542701
,,,,,,,,,,,,,,
53,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,380,1.555513716,1.34325943,25.132866
,,,,,,,,,,,,,,
54,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,395,1.959351754,1.518631792,20.812258
,,,,,,,,,,,,,,
55,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,410,1.623311806,1.456409645,28.574747
,,,,,,,,,,,,,,
56,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,425,1.824904799,1.52136426,21.433058
,,,,,,,,,,,,,,
57,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,440,1.663969994,1.547283196,27.973948
,,,,,,,,,,,,,,
58,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,455,1.626313496,1.462266839,31.175903
,,,,,,,,,,,,,,
59,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,470,2.257179236,1.6280056,21.167145
,,,,,,,,,,,,,,
60,16,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,simplernn,485,1.626944089,1.600493145,27.118216
,,,,,,,,,,,,,,
0,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,none,0,1.785258317,1.339989877,7.184671
,,,,,,,,,,,,,,
1,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,50,1.195785093,1.087853205,46.078073
,,,,,,,,,,,,,,
2,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,65,1.271262467,1.155096626,35.10463
,,,,,,,,,,,,,,
3,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,80,1.138937724,1.013340676,45.027413
,,,,,,,,,,,,,,
4,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,95,1.15820514,1.034278083,37.988694
,,,,,,,,,,,,,,
5,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,110,1.180072618,1.039341784,38.893402
,,,,,,,,,,,,,,
6,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,125,1.298517334,1.203287017,42.407264
,,,,,,,,,,,,,,
7,17,"[139, 486, 152, 79, 61, 0, 0, 0, 0, 0]",0.005,adam,relu,0,tanh,0,linear,lstm,140,1.187348187,1.090655589,41.418583
,,,,,,,,,,,,,,
