iteration,dense_layers_1,dense_layers_2,dense_layers_3,dense_layers_4,dense_layers_5,dense_layers_6,dense_layers_7,dense_layers_8,dense_layers_9,dense_layers_10,dense_layers,learning_rate,optimizer,activation,dropout,rnn_type,rnn_size,rnn_activation,rnn_dropout,last_activation,last_perf,min_perf,time
in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out
int,int,int,int,int,int,int,int,int,int,int,int,str,str,str,float,str,int,str,float,str,float,float,float
1636,444,109,358,64,287,27,473,481,106,332,10,0.001,adam,relu,0.15,none,115,relu,0.25,relu,1.648085761,1.182502866,32.995033
1637,469,91,127,368,24,214,451,0,0,0,7,0.001,rmsprop,leaky_relu,0.25,lstm,793,tanh,0,relu,1.294840348,1.144559062,132.390864
1638,151,377,7,401,4,0,0,0,0,0,5,5.00E-05,rmsprop,relu,0.1,none,641,relu,0.15,relu,1.606963897,1.602429056,31.153189
1639,494,198,197,100,434,172,324,451,0,0,8,0.0005,rmsprop,relu,0.1,none,834,tanh,0.2,relu,1.420639944,1.225996566,23.044685
1640,357,120,482,265,61,392,100,71,466,376,10,0.0001,rmsprop,leaky_relu,0,none,475,tanh,0,linear,1.357592344,1.209273219,17.877608
1641,492,229,296,155,178,216,372,0,0,0,7,0.005,rmsprop,relu,0.2,none,300,tanh,0,relu,1.49891293,1.209637642,20.599992
1642,130,244,205,446,351,166,248,0,0,0,7,0.001,rmsprop,relu,0.15,none,428,relu,0.15,relu,1.428752208,1.240060973,21.02789
1643,90,261,49,308,492,223,454,77,0,0,8,0.001,rmsprop,relu,0.25,lstm,974,tanh,0.15,linear,1.601278973,1.29711864,180.913878
1644,33,202,229,401,61,59,0,0,0,0,6,0.001,rmsprop,leaky_relu,0,none,192,tanh,0.15,linear,1.566818643,1.298629689,11.301332
1645,476,278,417,367,25,443,245,11,0,0,8,0.001,adadelta,leaky_relu,0.15,none,700,relu,0.1,linear,1.896284509,1.254991567,28.856914
1646,452,273,0,0,0,0,0,0,0,0,2,0.0001,rmsprop,relu,0,none,713,tanh,0.2,relu,1.24768337,1.203450418,9.353559
1647,426,163,429,74,212,0,0,0,0,0,5,0.001,adadelta,relu,0.1,simplernn,295,tanh,0.1,relu,2.358404684,1.113860047,45.906235
1648,183,126,0,0,0,0,0,0,0,0,2,0.0001,adam,relu,0.1,simplernn,221,relu,0,relu,1.787283015,1.742341185,31.637899
1649,192,480,256,322,246,439,400,0,0,0,7,0.0005,adadelta,relu,0.25,lstm,459,tanh,0.2,linear,1.265160048,0.991001225,137.127895
1650,296,0,0,0,0,0,0,0,0,0,1,0.005,adadelta,relu,0,none,793,tanh,0.25,linear,1.865357137,1.331746125,6.357968
1651,246,70,402,337,58,207,64,380,0,0,8,5.00E-05,adadelta,relu,0.1,none,960,relu,0.15,linear,1.618552685,1.18492434,27.18746
1652,169,18,325,291,280,0,0,0,0,0,5,0.0005,adadelta,relu,0,none,507,relu,0.1,linear,1.706692791,1.197670126,13.666883
1653,472,113,147,181,427,240,0,0,0,0,6,0.0005,rmsprop,leaky_relu,0,none,839,tanh,0.25,linear,1.730465436,1.285257816,11.56314
1654,311,174,268,256,0,0,0,0,0,0,4,0.0001,adadelta,relu,0,none,172,relu,0.15,linear,1.643130898,1.209485853,11.664949
1655,365,422,72,429,401,233,165,76,450,407,10,0.0005,adam,leaky_relu,0.1,none,467,relu,0.25,linear,1.704678965,1.260749209,34.705824
1656,486,371,142,451,0,0,0,0,0,0,4,5.00E-05,adadelta,leaky_relu,0,none,243,relu,0.15,linear,2.286690259,1.302848363,12.08648
1657,176,393,483,133,34,110,437,350,137,0,9,0.001,rmsprop,relu,0.2,none,722,tanh,0.2,linear,1.717874813,1.287529397,25.450584
1658,250,32,93,336,384,0,0,0,0,0,5,0.001,adam,leaky_relu,0.25,none,49,relu,0.2,linear,1.596321511,1.190703201,19.223371
1659,272,127,444,118,85,47,35,0,0,0,7,0.001,adadelta,relu,0.2,none,411,tanh,0,relu,1.526541376,1.134377837,24.617703
1660,464,273,392,51,120,160,83,0,0,0,7,0.005,adadelta,leaky_relu,0.25,lstm,695,relu,0.15,linear,1.381151891,1.148442042,178.876262
1661,356,495,144,13,0,0,0,0,0,0,4,0.0005,adam,leaky_relu,0.2,lstm,551,tanh,0.25,linear,1.746030247,1.625638568,102.609999
1662,331,154,490,394,92,350,76,0,0,0,7,0.005,adadelta,relu,0.2,none,450,relu,0,relu,1.858672571,1.153384089,24.182175
1663,51,484,484,251,148,414,162,314,469,0,9,0.001,rmsprop,relu,0.2,none,907,tanh,0.1,relu,1.586506772,1.220221376,26.905029
1664,424,235,55,0,0,0,0,0,0,0,3,0.0005,rmsprop,relu,0.25,simplernn,929,relu,0.25,relu,3.216809559,2.062791133,47.777734
1665,139,202,88,465,221,0,0,0,0,0,5,0.005,rmsprop,relu,0.15,simplernn,465,tanh,0.25,linear,2.366058517,1.984416461,31.853401
1666,317,343,491,421,32,499,424,254,265,0,9,0.001,rmsprop,relu,0.2,simplernn,708,tanh,0.1,relu,2.937753153,2.048130083,47.025661
1667,5,214,316,29,0,0,0,0,0,0,4,0.001,adam,relu,0.25,simplernn,210,tanh,0.25,relu,2.651758242,2.126114917,27.290514
1668,126,371,374,177,183,437,229,177,358,0,9,0.0005,adadelta,relu,0.2,none,782,tanh,0.15,relu,1.869665432,1.145630693,31.47866
1669,332,349,203,283,37,322,488,0,0,0,7,0.0001,adadelta,relu,0.1,none,150,tanh,0.15,linear,1.820748878,1.14607054,26.116778
1670,34,289,351,258,299,269,412,0,0,0,7,5.00E-05,adam,leaky_relu,0,simplernn,381,tanh,0.1,relu,1.979863572,1.912484002,42.190757
1671,478,32,343,491,423,441,481,0,0,0,7,5.00E-05,rmsprop,leaky_relu,0,none,280,relu,0.2,linear,1.280006504,1.141450953,17.523717
1672,15,87,239,214,79,97,0,0,0,0,6,0.001,rmsprop,relu,0.25,lstm,123,relu,0.15,relu,1.364495099,1.275866151,46.692811
1673,415,422,37,458,447,239,409,0,0,0,7,0.0001,rmsprop,relu,0.1,none,91,relu,0.15,relu,1.318586588,1.162270558,24.057521
1674,459,212,423,214,164,135,352,0,0,0,7,0.0005,adam,leaky_relu,0.1,none,708,relu,0,relu,1.653553748,1.212167943,24.885519
1675,194,186,30,24,283,125,239,0,0,0,7,5.00E-05,adadelta,leaky_relu,0.1,none,668,tanh,0.15,linear,2.230520535,1.191448295,22.449566
1676,39,252,252,149,92,33,217,405,0,0,8,0.001,adam,leaky_relu,0,none,842,relu,0.25,linear,1.591021681,1.127224147,18.017224
1677,407,78,399,138,279,36,66,14,0,0,8,5.00E-05,rmsprop,relu,0.25,lstm,241,relu,0.15,relu,2.842317748,2.743274045,110.405303
1678,295,373,0,0,0,0,0,0,0,0,2,0.005,adam,leaky_relu,0,none,616,relu,0,linear,2.423752213,1.625007081,8.682974
1679,248,379,401,0,0,0,0,0,0,0,3,0.0001,adadelta,relu,0.25,simplernn,562,relu,0,linear,1.65774703,1.162769949,47.968687
1680,110,439,142,111,34,0,0,0,0,0,5,0.001,adam,leaky_relu,0.1,none,124,relu,0.25,linear,1.530564356,1.242186666,18.581924
1681,6,319,178,0,0,0,0,0,0,0,3,0.0005,adadelta,relu,0,none,167,relu,0.1,relu,2.34065094,1.324545872,9.252816
1682,34,484,255,362,28,174,146,259,0,0,8,0.005,adadelta,relu,0.15,lstm,52,relu,0.15,linear,1.28520602,1.082764435,69.045163
1683,27,144,486,269,0,0,0,0,0,0,4,5.00E-05,adam,leaky_relu,0,lstm,583,relu,0.1,linear,1.393984818,1.385410666,196.089573
1684,339,104,299,257,0,0,0,0,0,0,4,0.001,adam,relu,0,simplernn,979,tanh,0,relu,1.843228507,1.68070519,52.276514
1685,265,109,257,155,392,307,349,0,0,0,7,0.005,adam,relu,0.25,lstm,105,relu,0.25,linear,1.393928206,1.24129746,57.29163
1686,439,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,leaky_relu,0.1,none,817,tanh,0.25,linear,2.207703781,1.417886424,6.688564
1687,168,431,0,0,0,0,0,0,0,0,2,0.001,adadelta,relu,0,none,254,relu,0.2,relu,1.814013457,1.24804709,8.029149
1688,216,243,243,319,71,105,281,316,0,0,8,0.001,rmsprop,leaky_relu,0.15,none,312,tanh,0.1,relu,1.665562367,1.232005131,22.169727
1689,306,407,237,157,263,0,0,0,0,0,5,0.0001,adadelta,relu,0.2,lstm,50,tanh,0.2,relu,1.250547802,1.095049918,56.309324
1690,217,399,52,372,0,0,0,0,0,0,4,0.005,adadelta,leaky_relu,0.15,none,433,relu,0.1,relu,2.288375664,1.317030585,15.206707
1691,485,289,72,138,191,2,74,190,151,272,10,5.00E-05,rmsprop,leaky_relu,0.25,simplernn,369,tanh,0.2,linear,2.711961699,2.471609449,45.036732
1692,334,128,0,0,0,0,0,0,0,0,2,0.005,rmsprop,relu,0.2,simplernn,129,tanh,0.1,relu,1.822328019,1.35782094,18.990717
1693,55,28,436,412,153,279,494,0,0,0,7,0.001,adam,leaky_relu,0.1,simplernn,724,relu,0.2,linear,1.324489844,1.248272324,50.183713
1694,443,0,0,0,0,0,0,0,0,0,1,0.005,rmsprop,leaky_relu,0.25,none,499,relu,0.1,relu,2.135014582,1.481365967,7.342516
1695,34,452,432,0,0,0,0,0,0,0,3,0.005,adam,leaky_relu,0.2,none,112,relu,0.1,relu,1.749639416,1.335812104,13.921765
1696,308,434,333,225,479,170,279,352,85,153,10,5.00E-05,adam,relu,0.1,lstm,39,relu,0,linear,1.504986775,1.315988004,74.363057
1697,430,188,0,0,0,0,0,0,0,0,2,0.005,rmsprop,relu,0.2,lstm,732,tanh,0.25,linear,2.099241066,1.656092358,113.419449
1698,184,280,35,457,0,0,0,0,0,0,4,0.005,adadelta,leaky_relu,0.2,none,324,relu,0.2,linear,2.452972484,1.253462934,14.780974
1699,471,408,351,232,195,352,28,13,0,0,8,0.005,adam,leaky_relu,0.2,none,538,tanh,0.15,relu,1.775270081,1.458882141,27.938096
1700,260,376,32,112,266,66,112,487,0,0,8,0.005,rmsprop,leaky_relu,0.15,simplernn,332,tanh,0.2,linear,2.071424699,1.775666976,35.934835
1701,428,273,289,164,203,183,0,0,0,0,6,5.00E-05,rmsprop,relu,0.2,none,505,relu,0.1,linear,1.361181474,1.311980152,24.030411
1702,42,401,129,349,106,327,384,233,389,145,10,5.00E-05,adadelta,relu,0.15,simplernn,780,tanh,0,relu,1.948349667,1.172833419,85.677323
1703,89,106,279,0,0,0,0,0,0,0,3,5.00E-05,adam,leaky_relu,0.1,none,518,relu,0.2,linear,1.4253111,1.405703521,21.03552
1704,37,89,213,61,60,315,252,89,0,0,8,0.001,adadelta,relu,0,none,478,relu,0.15,relu,1.924856043,1.233559585,18.008275
1705,85,352,243,411,359,12,114,80,0,0,8,0.005,rmsprop,relu,0.1,none,229,relu,0.1,relu,1.745443916,1.412873673,22.013715
1706,115,278,0,0,0,0,0,0,0,0,2,0.0001,adam,relu,0.25,simplernn,227,relu,0,relu,2.025651741,1.929974461,30.415981
1707,428,225,445,293,77,476,243,294,491,206,10,5.00E-05,adam,leaky_relu,0.25,simplernn,989,relu,0.25,linear,4.626129055,4.345330667,81.789233
1708,263,374,393,96,0,0,0,0,0,0,4,0.001,adam,relu,0.2,none,371,relu,0.2,linear,1.453176665,1.15558846,16.566843
1709,111,308,0,0,0,0,0,0,0,0,2,5.00E-05,adadelta,leaky_relu,0.25,lstm,833,tanh,0.25,linear,1.386264801,1.116980374,311.796121
1710,109,158,154,310,0,0,0,0,0,0,4,5.00E-05,adam,relu,0,lstm,155,relu,0.1,relu,1.485426831,1.468246102,67.91673
1711,135,467,28,314,0,0,0,0,0,0,4,0.005,adadelta,leaky_relu,0.1,lstm,4,relu,0,relu,2.012102532,1.133069885,39.576265
1712,129,126,338,175,372,0,0,0,0,0,5,5.00E-05,rmsprop,leaky_relu,0.15,lstm,98,relu,0.15,relu,1.346449089,1.295245099,60.450031
1713,399,133,314,7,0,0,0,0,0,0,4,0.005,adadelta,relu,0,lstm,358,relu,0,linear,1.595638549,1.021495044,84.197799
1714,338,54,0,0,0,0,0,0,0,0,2,0.005,adadelta,leaky_relu,0.25,lstm,295,tanh,0,relu,1.280504823,1.164458013,87.487444
1715,215,381,408,473,34,147,180,203,0,0,8,0.005,adam,relu,0.1,lstm,271,tanh,0.1,linear,1.2868716,1.046657562,69.079769
1716,50,437,0,0,0,0,0,0,0,0,2,0.0005,adadelta,leaky_relu,0.25,none,932,relu,0.15,linear,2.209153175,1.395759416,9.727145
1717,226,0,0,0,0,0,0,0,0,0,1,0.001,adam,leaky_relu,0.25,lstm,103,tanh,0.25,linear,1.512168097,1.44627111,40.24042
1718,445,415,0,0,0,0,0,0,0,0,2,0.005,rmsprop,leaky_relu,0,simplernn,95,tanh,0.1,linear,1.507128632,1.264383352,17.8063
1719,115,260,112,226,146,360,476,0,0,0,7,5.00E-05,rmsprop,relu,0.15,lstm,882,relu,0.25,relu,1.396833396,1.348964977,273.259336
1720,484,163,340,0,0,0,0,0,0,0,3,0.001,adam,relu,0.15,lstm,624,relu,0,relu,1.358028579,1.208325064,96.259116
1721,38,285,172,0,0,0,0,0,0,0,3,0.0005,adam,leaky_relu,0.1,lstm,976,relu,0.15,relu,5.099886596,4.701762986,178.416982
1722,249,198,0,0,0,0,0,0,0,0,2,0.0001,adadelta,leaky_relu,0.15,lstm,859,tanh,0,linear,1.396891069,1.062879968,305.176533
1723,406,433,273,60,450,0,0,0,0,0,5,0.005,adam,leaky_relu,0.1,none,913,relu,0.1,relu,2.01327796,1.388908029,19.224055
1724,318,117,52,410,325,480,0,0,0,0,6,5.00E-05,rmsprop,leaky_relu,0.2,none,51,tanh,0,relu,1.362764215,1.324984431,24.203275
1725,316,137,427,0,0,0,0,0,0,0,3,0.005,adam,relu,0.2,none,603,relu,0.15,relu,1.687223697,1.217599809,13.093552
1726,239,149,486,0,0,0,0,0,0,0,3,0.001,adam,leaky_relu,0.1,simplernn,265,relu,0.1,relu,1.463046765,1.306838119,27.115379
1727,125,371,233,46,181,493,415,49,401,57,10,0.0005,adam,relu,0,simplernn,583,relu,0.25,relu,4.242187834,3.375116229,45.517843
1728,464,458,45,317,0,0,0,0,0,0,4,0.0005,adadelta,relu,0.1,none,896,relu,0,relu,1.879071617,1.261807466,15.932939
1729,230,83,380,360,0,0,0,0,0,0,4,0.001,adam,leaky_relu,0.15,simplernn,517,tanh,0.2,linear,1.639748979,1.531727409,39.165033
1730,246,434,15,444,423,155,76,0,0,0,7,0.001,rmsprop,relu,0.15,none,327,tanh,0,linear,1.568312144,1.262290466,20.097163
1731,241,54,87,292,72,456,0,0,0,0,6,0.001,adam,leaky_relu,0,none,645,tanh,0.15,relu,1.721431756,1.201712203,14.47457
1732,489,273,17,226,190,0,0,0,0,0,5,0.0005,adadelta,relu,0.1,none,162,relu,0.2,linear,2.045357132,1.201073241,19.284446
1733,310,498,418,357,163,247,0,0,0,0,6,0.005,rmsprop,relu,0.1,lstm,574,relu,0.25,relu,1.328476489,1.176115036,91.640239
1734,496,304,453,172,82,214,0,0,0,0,6,0.0005,adam,leaky_relu,0.25,none,107,tanh,0,relu,1.635961437,1.14564147,22.377513
1735,238,184,371,158,441,142,425,281,404,0,9,0.001,adam,leaky_relu,0.1,simplernn,19,relu,0,relu,1.232376468,1.101191366,39.544246
1736,265,477,37,115,404,0,0,0,0,0,5,0.0001,adam,leaky_relu,0.25,none,9,tanh,0,linear,1.41291256,1.347754693,21.907228
1737,260,40,314,96,470,450,70,249,490,0,9,0.0001,adam,leaky_relu,0,none,815,relu,0,linear,1.311350894,1.210461891,23.242769
1738,139,0,0,0,0,0,0,0,0,0,1,0.001,rmsprop,relu,0,none,892,relu,0,relu,1.493069422,1.341469193,6.132483
1739,349,389,14,301,383,214,393,409,388,0,9,0.0001,adadelta,relu,0.15,lstm,706,tanh,0.2,relu,1.528902566,1.055987525,179.446626
1740,273,0,0,0,0,0,0,0,0,0,1,0.0005,adam,relu,0.2,lstm,17,tanh,0,relu,1.375088048,1.351963329,38.178163
1741,59,12,431,198,393,150,390,406,0,0,8,0.005,adadelta,relu,0.1,none,391,tanh,0.1,linear,1.624328065,1.21624397,29.30014
1742,347,46,0,0,0,0,0,0,0,0,2,0.0005,adam,relu,0.2,lstm,6,tanh,0,relu,1.310196972,1.289707303,35.145428
1743,70,89,73,0,0,0,0,0,0,0,3,0.001,adadelta,relu,0.2,lstm,527,tanh,0.15,linear,1.378042066,1.060067189,158.599371
1744,145,428,260,69,330,101,120,291,0,0,8,5.00E-05,adadelta,leaky_relu,0.1,simplernn,486,relu,0.25,relu,1.601726723,1.098741448,56.178622
1745,183,0,0,0,0,0,0,0,0,0,1,0.001,adadelta,leaky_relu,0.2,simplernn,410,relu,0.2,relu,1.856642914,1.324721599,29.65207
1746,140,38,477,2,360,180,454,0,0,0,7,0.0005,adam,relu,0.25,none,583,relu,0.2,relu,1.543446457,1.338497591,24.590141
1747,494,0,0,0,0,0,0,0,0,0,1,5.00E-05,adadelta,relu,0.25,none,692,tanh,0.25,relu,1.713778687,1.322917461,7.701871
1748,3,255,330,118,3,82,311,446,39,364,10,0.0005,adam,relu,0.25,none,690,relu,0.25,linear,1.757217169,1.668571544,32.042905
1749,170,150,118,18,450,361,0,0,0,0,6,0.0005,rmsprop,leaky_relu,0.15,none,490,relu,0,linear,1.473599911,1.240908039,17.511169
1750,201,76,152,371,7,267,0,0,0,0,6,0.0001,adam,relu,0,simplernn,337,relu,0.15,linear,2.540244317,2.284975815,34.790719
1751,366,260,309,0,0,0,0,0,0,0,3,0.005,adadelta,relu,0.15,none,642,tanh,0,linear,1.673318744,1.2243361,12.969464
1752,433,0,0,0,0,0,0,0,0,0,1,5.00E-05,adam,leaky_relu,0.1,lstm,897,relu,0.25,linear,1.860108447,1.841886735,357.456383
1753,420,405,497,126,0,0,0,0,0,0,4,0.0005,adam,relu,0.1,lstm,590,tanh,0.2,relu,1.353162074,1.259675729,103.151122
1754,473,234,269,376,387,396,301,446,218,122,10,0.0005,adadelta,leaky_relu,0.2,none,591,relu,0.2,linear,2.453982973,1.12119863,36.090958
1755,89,355,166,438,400,323,60,85,0,0,8,0.005,adadelta,leaky_relu,0.2,lstm,422,relu,0.15,linear,1.489703989,1.117288327,115.381088
1756,323,0,0,0,0,0,0,0,0,0,1,0.005,adadelta,relu,0,lstm,877,tanh,0.2,linear,1.282887316,0.9019732,344.988902
1757,100,65,277,365,364,49,0,0,0,0,6,0.0001,adam,leaky_relu,0.15,simplernn,854,relu,0,relu,1.956545472,1.816915345,65.002632
1758,141,386,319,8,0,0,0,0,0,0,4,0.0005,adadelta,leaky_relu,0.25,simplernn,11,relu,0.15,relu,1.381465387,1.160758471,26.904063
1759,401,362,179,419,90,248,474,0,0,0,7,0.0001,rmsprop,leaky_relu,0,lstm,868,relu,0.1,linear,1.362264204,1.282986832,200.00801
1760,231,77,167,342,306,333,0,0,0,0,6,5.00E-05,rmsprop,relu,0.25,lstm,891,relu,0.2,relu,1.642541361,1.549150109,280.206887
1761,430,219,98,449,45,39,281,416,321,0,9,0.0001,adam,leaky_relu,0.25,none,103,tanh,0.2,relu,1.408616996,1.349346316,34.261796
1762,175,393,108,65,224,441,0,0,0,0,6,0.0005,rmsprop,relu,0.25,simplernn,241,tanh,0,linear,1.929297447,1.661821175,30.587053
1763,13,26,20,7,42,415,429,427,121,0,9,0.0001,adadelta,leaky_relu,0.15,simplernn,156,relu,0,linear,1.646091044,1.02081852,50.792003
1764,201,87,99,0,0,0,0,0,0,0,3,0.005,rmsprop,leaky_relu,0,none,554,tanh,0.15,linear,2.005800128,1.373788571,7.509462
1765,399,0,0,0,0,0,0,0,0,0,1,0.001,adam,leaky_relu,0.25,none,179,tanh,0.1,linear,1.535809517,1.373336375,8.444555
1766,150,177,26,0,0,0,0,0,0,0,3,0.001,rmsprop,leaky_relu,0,lstm,201,tanh,0.1,relu,1.578470004,1.509459448,44.183465
1767,411,353,424,400,0,0,0,0,0,0,4,5.00E-05,adadelta,relu,0.2,lstm,882,relu,0.15,relu,1.777158737,1.173141825,208.958542
1768,365,264,54,285,163,290,0,0,0,0,6,0.001,adadelta,leaky_relu,0.1,none,163,tanh,0,linear,2.811357403,1.202276754,20.13352
1769,364,0,0,0,0,0,0,0,0,0,1,0.0001,rmsprop,relu,0.15,none,51,relu,0.15,linear,1.392920256,1.378725612,12.310928
1770,233,111,0,0,0,0,0,0,0,0,2,0.001,adadelta,relu,0.25,none,225,relu,0,relu,1.642228127,1.18632369,9.658888
1771,387,109,178,0,0,0,0,0,0,0,3,5.00E-05,adam,leaky_relu,0.25,none,8,tanh,0.2,linear,1.278705239,1.267642081,19.729637
1772,392,44,0,0,0,0,0,0,0,0,2,0.0005,rmsprop,relu,0,simplernn,610,relu,0.2,linear,2.447414589,1.908421826,26.898447
1773,270,183,346,198,0,0,0,0,0,0,4,0.0001,rmsprop,leaky_relu,0.15,none,516,relu,0.2,linear,1.319854736,1.245765769,15.743617
1774,36,238,345,285,318,86,484,210,200,415,10,0.005,adadelta,relu,0.2,lstm,980,relu,0.25,linear,1.284622216,1.124915063,260.593648
1775,262,250,425,36,9,0,0,0,0,0,5,0.001,rmsprop,leaky_relu,0.15,simplernn,835,tanh,0,relu,1.830976403,1.787506354,61.334159
1776,484,172,454,284,428,456,224,407,319,203,10,5.00E-05,rmsprop,leaky_relu,0.2,lstm,284,tanh,0.2,linear,1.391936576,1.277044904,87.664314
1777,33,443,198,165,6,13,5,485,0,0,8,0.001,adam,relu,0.15,simplernn,359,relu,0.2,linear,3.018783998,2.789641213,50.803374
1778,473,297,162,263,182,0,0,0,0,0,5,5.00E-05,rmsprop,relu,0.1,simplernn,966,relu,0.1,relu,2.610650682,2.025544453,59.307144
1779,5,187,483,239,200,26,487,0,0,0,7,0.005,adam,leaky_relu,0.2,simplernn,752,tanh,0.1,relu,2.014580059,1.774521995,48.234097
1780,266,493,18,481,480,132,0,0,0,0,6,0.0005,adam,relu,0.1,none,244,tanh,0.25,relu,1.427776623,1.242425585,23.748302
1781,142,400,466,0,0,0,0,0,0,0,3,0.0001,adam,leaky_relu,0.15,none,998,relu,0.15,linear,1.287206841,1.253095245,16.975068
1782,164,255,116,291,24,429,114,212,463,0,9,0.005,rmsprop,leaky_relu,0.15,simplernn,86,relu,0.15,relu,1.244811189,1.156999314,37.183811
1783,27,196,304,36,144,338,316,0,0,0,7,0.001,adadelta,leaky_relu,0,simplernn,312,tanh,0.25,linear,1.652672052,1.055193615,36.605058
1784,164,474,215,438,350,372,185,383,463,0,9,0.0005,rmsprop,leaky_relu,0,none,397,tanh,0.2,relu,12.93584309,12.93584309,15.543679
1785,278,424,21,334,493,236,40,97,213,405,10,0.005,rmsprop,relu,0.1,none,588,tanh,0,linear,1.375850117,1.121464324,27.846605
1786,31,352,472,259,26,0,0,0,0,0,5,5.00E-05,rmsprop,leaky_relu,0.1,none,154,tanh,0.1,linear,1.417362201,1.37974031,25.558812
1787,333,159,184,247,445,339,92,373,313,0,9,5.00E-05,adam,leaky_relu,0.25,none,659,relu,0.25,linear,1.453623796,1.393146205,35.589875
1788,261,301,221,320,255,163,0,0,0,0,6,0.001,adadelta,relu,0.2,none,698,relu,0.2,linear,1.948060596,1.129131901,22.46776
1789,354,414,446,47,9,191,486,440,453,0,9,0.005,adadelta,leaky_relu,0.15,none,105,relu,0.2,relu,1.905193353,1.202457523,33.111292
1790,493,230,280,276,168,197,180,396,259,423,10,0.001,adadelta,leaky_relu,0.1,none,447,relu,0,linear,2.523463607,1.181599724,34.451084
1791,210,202,142,88,208,354,66,0,0,0,7,0.005,rmsprop,leaky_relu,0.1,none,311,tanh,0,relu,1.725888228,1.326662779,19.277702
1792,463,296,0,0,0,0,0,0,0,0,2,5.00E-05,rmsprop,leaky_relu,0.1,lstm,286,relu,0.2,linear,1.527404547,1.478165555,77.513187
1793,92,357,81,224,0,0,0,0,0,0,4,0.0005,adam,relu,0.15,simplernn,276,relu,0.25,linear,2.013599861,1.740059078,32.978581
1794,235,342,18,26,189,469,0,0,0,0,6,0.0001,rmsprop,leaky_relu,0.2,none,235,relu,0,relu,1.319607627,1.255013335,21.404313
1795,14,189,334,99,434,280,258,39,296,0,9,0.001,adadelta,relu,0.1,none,523,tanh,0,linear,1.783120227,1.129237068,29.987055
1796,206,52,431,193,30,350,0,0,0,0,6,0.0001,adam,leaky_relu,0.25,simplernn,590,relu,0.1,linear,3.570254707,3.145647192,47.142893
1797,265,15,468,209,480,92,264,225,38,0,9,0.0001,adam,relu,0.25,none,527,relu,0.25,relu,1.683487463,1.528776872,33.571742
1798,171,0,0,0,0,0,0,0,0,0,1,0.0001,adadelta,relu,0.2,none,69,tanh,0.2,linear,1.831923103,1.359852505,7.414105
1799,490,126,480,73,214,356,452,133,236,151,10,0.005,adam,relu,0,none,816,tanh,0.25,linear,1.455224442,1.21640501,22.810453
1800,66,306,125,350,476,193,495,464,169,250,10,0.005,rmsprop,relu,0.1,none,179,tanh,0.2,linear,1.501559687,1.211894631,28.980167
1801,41,84,184,357,0,0,0,0,0,0,4,0.005,rmsprop,leaky_relu,0.25,lstm,70,relu,0.1,relu,1.349639153,1.25385443,40.06068
1802,496,134,21,96,425,0,0,0,0,0,5,0.0005,adam,leaky_relu,0,none,627,relu,0.25,relu,1.43579514,1.148068261,13.189283
1803,331,123,102,176,477,205,276,288,0,0,8,0.0005,rmsprop,relu,0.2,lstm,346,tanh,0.15,relu,1.420662475,1.202488577,63.072086
1804,462,494,0,0,0,0,0,0,0,0,2,5.00E-05,adam,relu,0.25,simplernn,174,relu,0.15,relu,3.22641902,3.122823811,34.723179
1805,374,279,201,204,115,0,0,0,0,0,5,0.001,adadelta,relu,0.1,none,768,relu,0,linear,1.661697483,1.29450953,17.820441
1806,164,496,150,97,437,7,483,17,248,0,9,0.0001,adadelta,leaky_relu,0.2,none,201,relu,0.25,linear,1.885941029,1.101639962,28.013805
1807,461,8,108,181,116,240,165,476,384,414,10,5.00E-05,adadelta,relu,0.1,lstm,607,relu,0.2,linear,1.341315103,1.034534705,154.774521
1808,274,174,21,440,88,218,0,0,0,0,6,5.00E-05,adadelta,relu,0.15,lstm,87,relu,0,linear,1.305274963,1.101823831,56.946262
1809,67,184,268,215,155,0,0,0,0,0,5,5.00E-05,rmsprop,leaky_relu,0.1,none,786,relu,0,linear,1.252538681,1.209996247,21.154168
1810,413,104,375,68,0,0,0,0,0,0,4,0.0001,adam,relu,0,simplernn,602,tanh,0.25,linear,2.126783586,2.028422022,34.868834
1811,128,468,0,0,0,0,0,0,0,0,2,0.005,rmsprop,leaky_relu,0.1,simplernn,433,relu,0.2,linear,1.759721231,1.510425878,26.68861
1812,99,157,479,73,26,291,498,317,451,0,9,0.001,adadelta,leaky_relu,0,lstm,472,relu,0.25,linear,1.232076716,1.027791214,102.397262
1813,125,359,147,19,414,37,0,0,0,0,6,0.001,adam,relu,0.15,lstm,181,tanh,0.25,relu,1.46224761,1.293801785,58.253317
1814,47,375,0,0,0,0,0,0,0,0,2,0.001,adam,leaky_relu,0.25,simplernn,769,relu,0.2,linear,1.586462951,1.389841318,39.390664
1815,43,32,6,20,146,144,243,0,0,0,7,0.0005,adam,leaky_relu,0.2,none,614,relu,0.15,relu,1.452049971,1.289590323,24.23257
1816,245,20,232,8,188,486,41,0,0,0,7,0.0001,adam,relu,0.1,simplernn,542,tanh,0.1,linear,2.237638211,2.161810803,44.879134
1817,224,51,165,421,145,0,0,0,0,0,5,0.0001,adadelta,leaky_relu,0.2,lstm,946,tanh,0.1,relu,1.33676759,1.083978236,237.180651
